Municipality Code,State Code,Region,State,Municipality,Population,Adult Population,Adult Population (Women),Adult Population (Men),Type of Population,Social Lag Index,Banking Agents,Bank Branches,ATMs,POS Terminals,Businesses with POS Terminals,Accounts with Mobile Transactions,ATM Transactions,POS Transactions,Banking - Savings Accounts,Banking - Term Deposit Accounts,Banking - Transactional Accounts Level 1,Banking - Transactional Accounts Level 2,Banking - Transactional Accounts Level 3,Banking - Transactional Accounts Level 4,Banking - Debit Card Accounts,EACP - Savings Accounts,EACP - Term Deposit Accounts,EACP - Demand Deposit Accounts,EACP - Debit Card Accounts,Total - Total Accounts,Banking - Credit Cards,Banking - Personal Loans,Banking - Payroll Loans,Banking - ABCD Loans,Banking - Group Loans,Banking - Mortgage Loans,Banking - Auto Loans,EACP - Credit Cards,EACP - Consumer Loans,EACP - Housing Loans,EACP - Commercial Loans,Total - Total Loans
21088,21,Centro Sur y Oriente,Puebla,Jonotla,4457,3230,1691,1539,Rural,Medio,1,1,1,3,3,690,1038,29,0,16,0,7,0,211,872,889,142,2534,33,3799,69,135,41,27,78,1,1,25,107,0,103,484
21089,21,Centro Sur y Oriente,Puebla,Jopala,12131,8441,4502,3939,En Transición,Medio,0,1,1,0,0,2665,2307,0,0,0,0,0,0,0,188,122,61,151,85,334,112,551,113,134,120,0,6,46,16,0,1,1098
21090,21,Centro Sur y Oriente,Puebla,Juan C. Bonilla,23783,16939,8920,8019,Semi-urbano,Muy bajo,6,1,1,30,27,10428,3249,7287,0,8,0,109,0,2095,10172,860,513,2330,1148,5915,2392,2497,710,1118,906,278,258,1178,231,1,148,9569
21091,21,Centro Sur y Oriente,Puebla,Juan Galindo,9828,7269,4041,3228,En Transición,Muy bajo,5,1,2,28,26,4383,11979,4784,0,6,0,158,0,1970,16417,69,51,477,341,2731,872,1312,365,304,544,7,59,323,19,0,45,3805
21092,21,Centro Sur y Oriente,Puebla,Juan N. Méndez,5293,3677,1942,1735,En Transición,Medio,1,0,0,0,0,1139,0,0,0,0,0,0,0,0,126,550,62,337,30,949,61,332,26,83,113,1,4,18,61,0,86,699
21093,21,Centro Sur y Oriente,Puebla,Lafragua,7650,5373,2765,2608,En Transición,Medio,0,1,1,1,1,1774,230,126,0,0,0,1,0,29,491,132,9,96,33,267,85,598,48,153,149,0,7,23,8,0,20,1071
21094,21,Centro Sur y Oriente,Puebla,Libres,37257,25699,13547,12152,Semi-urbano,Bajo,18,4,17,162,160,22192,66775,7974,0,584,0,3694,1,33770,67656,326,257,1645,859,40277,9682,4839,633,2083,1663,15,135,786,106,0,85,19942
21095,21,Centro Sur y Oriente,Puebla,"Magdalena Tlatlauquitepec, La",650,464,235,229,Rural,Muy bajo,3,1,1,0,0,93,460,0,0,0,0,1,0,85,645,78,8,34,10,206,9,21,3,12,5,1,2,4,12,0,10,69
21096,21,Centro Sur y Oriente,Puebla,Mazapiltepec de Juárez,3176,2249,1173,1076,Rural,Bajo,0,1,1,2,2,1188,814,295,0,0,0,0,0,0,124,155,67,225,48,447,68,341,48,67,228,1,2,45,49,0,7,849
21097,21,Centro Sur y Oriente,Puebla,Mixtla,2668,1908,1021,887,Rural,Bajo,0,0,0,2,1,790,0,933,0,0,0,0,0,0,67,451,83,254,34,788,115,231,54,88,54,1,6,34,86,0,28,669
21098,21,Centro Sur y Oriente,Puebla,Molcaxac,6668,4771,2567,2204,En Transición,Bajo,2,1,1,5,5,1940,1373,18,0,2,0,21,0,72,789,1432,229,1004,60,2760,185,525,68,142,251,2,18,56,284,0,107,1531
21099,21,Centro Sur y Oriente,Puebla,Cañada Morelos,20659,14190,7533,6657,Semi-urbano,Medio,3,2,3,5,5,4597,3330,4,0,16,0,19,0,505,3324,504,51,460,141,1555,455,1045,105,195,667,8,45,92,52,0,68,2664
21100,21,Centro Sur y Oriente,Puebla,Naupan,9310,6386,3547,2839,En Transición,Alto,0,1,1,0,0,1361,811,0,0,0,0,16,0,64,1649,10,6,52,18,148,103,585,41,88,335,0,5,19,1,0,33,1177
21101,21,Centro Sur y Oriente,Puebla,Nauzontla,3317,2461,1338,1123,Rural,Medio,1,1,1,0,0,644,993,0,0,2,0,9,0,129,750,369,50,646,18,1205,41,150,47,15,53,0,2,16,79,0,44,403
21102,21,Centro Sur y Oriente,Puebla,Nealtican,14075,9693,5058,4635,En Transición,Bajo,7,2,2,26,22,3448,3299,1688,0,44,0,87,0,2642,4725,389,137,512,238,3811,471,972,36,277,87,1,122,184,64,0,46,2214
21103,21,Centro Sur y Oriente,Puebla,Nicolás Bravo,6644,4614,2452,2162,En Transición,Medio,1,1,1,1,1,1556,1228,3,0,4,0,17,0,515,1754,366,52,648,83,1602,216,560,63,137,427,0,20,62,66,0,91,1551
21104,21,Centro Sur y Oriente,Puebla,Nopalucan,32772,22172,11604,10568,Semi-urbano,Bajo,11,3,7,9,9,9573,9342,83,0,230,0,2893,0,3313,29616,708,234,1701,506,9079,828,2878,477,553,3051,6,46,357,174,0,63,8370
21105,21,Centro Sur y Oriente,Puebla,Ocotepec,5077,3611,1921,1690,En Transición,Bajo,1,1,1,0,0,1172,451,0,0,0,0,0,0,0,74,43,16,126,61,185,126,385,51,100,231,0,10,50,6,1,11,960
21106,21,Centro Sur y Oriente,Puebla,Ocoyucan,42669,30095,15960,14135,Semi-urbano,Bajo,7,1,2,242,53,9920,9437,15133,0,13,0,119,0,933,9558,955,615,2446,1245,5081,2818,1894,417,1018,684,2703,200,1148,236,2,116,11120
21107,21,Centro Sur y Oriente,Puebla,Olintla,11993,8131,4277,3854,En Transición,Muy alto,0,1,2,0,0,844,1744,0,0,0,0,0,0,0,153,565,15,1023,26,1603,40,89,67,19,39,0,1,15,101,0,84,371
21108,21,Centro Sur y Oriente,Puebla,Oriental,19903,13784,7165,6619,Semi-urbano,Bajo,11,2,12,53,51,7523,24828,8108,0,22,0,0,0,831,1672,274,173,1499,484,2799,1286,2562,525,914,2081,4,67,414,59,0,290,7912
21109,21,Centro Sur y Oriente,Puebla,Pahuatlán,20274,13811,7418,6393,Semi-urbano,Medio,3,1,3,8,8,2832,5201,176,0,0,0,21,0,576,4791,141,18,234,119,990,378,377,178,156,395,472,50,80,12,0,20,2098
21110,21,Centro Sur y Oriente,Puebla,Palmar de Bravo,50226,33801,17578,16223,Urbano,Medio,12,3,4,32,32,11050,10629,5735,0,81,0,2820,0,1271,14130,4083,614,3010,537,11879,969,2531,419,1548,1465,6,101,441,776,0,366,8256
21111,21,Centro Sur y Oriente,Puebla,Pantepec,18528,13527,7144,6383,Semi-urbano,Medio,4,2,3,8,8,4189,8526,1152,0,5,0,78,0,1104,5536,213,33,206,111,1639,365,974,193,309,212,1,33,96,30,0,31,2213
21112,21,Centro Sur y Oriente,Puebla,Petlalcingo,9350,6774,3608,3166,En Transición,Bajo,1,1,1,0,0,1847,1027,0,0,2,0,9,0,1413,3718,798,123,422,41,2767,303,629,46,271,99,1,7,22,192,0,59,1570
21113,21,Centro Sur y Oriente,Puebla,Piaxtla,4627,3460,1812,1648,Rural,Bajo,4,1,2,4,4,1037,2331,214,0,3,0,8,0,161,868,399,53,213,18,837,247,300,32,104,229,0,18,16,61,0,31,1007
21114,21,Centro Sur y Oriente,Puebla,Puebla,1692181,1318435,698530,619905,Metrópoli,Muy bajo,840,251,1062,21072,12763,1515020,3178631,3002809,45184,38658,0,197311,587,1789804,2574189,53481,54982,292648,149866,2472655,571885,166610,97440,56098,40196,17354,30054,161321,25556,54,7687,1166568
21115,21,Centro Sur y Oriente,Puebla,Quecholac,57992,38685,20086,18599,Urbano,Medio,14,3,2,54,52,13228,5257,6203,0,68,0,4124,0,2557,27961,4719,758,4210,619,16436,1348,4013,364,3204,2345,18,122,509,872,1,664,12796
21116,21,Centro Sur y Oriente,Puebla,Quimixtlán,22855,14753,7622,7131,Semi-urbano,Alto,0,1,3,1,1,3002,4407,183,0,0,0,37,0,564,6665,295,7,321,25,1224,118,508,59,128,30,0,7,15,80,0,6,945
21117,21,Centro Sur y Oriente,Puebla,Rafael Lara Grajales,15952,11279,6005,5274,Semi-urbano,Bajo,18,5,9,42,43,15051,37369,4028,2415,242,0,252,0,21364,18268,472,414,1846,778,27005,1686,3099,884,511,2051,9,101,708,100,0,80,9149
21118,21,Centro Sur y Oriente,Puebla,"Reyes de Juárez, Los",30021,20023,10418,9605,Semi-urbano,Bajo,8,2,3,22,20,6531,4489,2445,0,3,0,88,0,485,4272,1821,448,1909,377,4754,1149,1871,113,1007,764,2,90,305,348,1,335,5650
21119,21,Centro Sur y Oriente,Puebla,San Andrés Cholula,154448,120802,63574,57228,Urbano,Muy bajo,93,34,160,2952,2094,111731,278246,594078,4019,4362,0,11894,87,152625,115719,4488,5869,23298,12042,206642,56721,10663,4827,3365,2855,5042,3369,14123,1895,9,583,102869
21120,21,Centro Sur y Oriente,Puebla,San Antonio Cañada,5938,4064,2215,1849,En Transición,Medio,0,0,1,0,0,848,767,0,0,0,0,0,0,0,87,245,43,312,30,600,66,264,43,80,161,0,5,20,66,0,52,705
21121,21,Centro Sur y Oriente,Puebla,San Diego La Mesa Tochimiltzingo,1270,920,477,443,Rural,Medio,0,1,1,0,0,231,634,0,0,0,0,6,0,313,1732,21,2,16,7,358,20,26,7,20,1,1,0,5,3,0,0,83
21122,21,Centro Sur y Oriente,Puebla,San Felipe Teotlalcingo,11063,7938,4202,3736,En Transición,Bajo,3,1,1,6,6,3474,865,203,0,0,0,0,0,0,538,457,123,662,210,1242,464,1212,146,542,596,1,20,187,55,0,75,3223
21123,21,Centro Sur y Oriente,Puebla,San Felipe Tepatlán,3793,2653,1387,1266,Rural,Alto,0,1,1,0,0,428,369,0,0,0,0,20,0,167,1984,234,12,613,13,1046,30,42,17,22,26,0,6,4,51,0,64,198
21124,21,Centro Sur y Oriente,Puebla,San Gabriel Chilac,15954,11577,6166,5411,Semi-urbano,Bajo,4,2,2,19,18,7267,6710,129,0,31,0,56,0,4152,7356,1263,214,1876,369,7592,834,3047,205,593,889,0,49,297,190,1,188,6105
21125,21,Centro Sur y Oriente,Puebla,San Gregorio Atzompa,9671,7174,3746,3428,En Transición,Muy bajo,2,2,3,62,56,4256,6921,8549,1774,310,0,115,0,5049,4087,296,218,941,529,8703,1971,798,184,382,196,46,83,691,93,0,42,4444
21126,21,Centro Sur y Oriente,Puebla,San Jerónimo Tecuanipan,6597,4549,2440,2109,En Transición,Bajo,1,0,0,3,2,1494,0,477,0,0,0,0,0,0,144,268,66,403,114,737,217,520,70,184,103,0,21,98,42,0,57,1255
21127,21,Centro Sur y Oriente,Puebla,San Jerónimo Xayacatlán,3606,2770,1486,1284,Rural,Bajo,0,0,0,0,0,1016,0,0,0,1,0,0,0,0,339,387,62,144,20,594,144,199,63,113,48,0,7,21,82,0,21,677
21128,21,Centro Sur y Oriente,Puebla,San José Chiapa,10443,7129,3713,3416,En Transición,Bajo,3,1,17,16,8,5190,27033,11972,0,3,0,0,0,1,674,379,227,946,277,1556,436,1507,231,221,978,39,22,260,99,0,17,3793
21129,21,Centro Sur y Oriente,Puebla,San José Miahuatlán,14018,10184,5416,4768,En Transición,Bajo,1,0,1,10,10,2929,2196,854,0,0,0,0,0,0,415,661,82,787,119,1530,279,1231,120,181,646,1,22,70,99,1,90,2650
21130,21,Centro Sur y Oriente,Puebla,San Juan Atenco,3604,2665,1445,1220,Rural,Bajo,1,1,1,0,0,1098,395,0,0,0,0,0,0,0,69,57,54,103,49,214,158,380,39,123,143,0,6,43,5,0,7,897
21131,21,Centro Sur y Oriente,Puebla,San Juan Atzompa,975,703,349,354,Rural,Bajo,0,1,1,0,0,240,580,0,0,0,0,3,0,24,435,180,3,100,7,310,13,10,9,6,0,0,3,4,35,0,23,80
21132,21,Centro Sur y Oriente,Puebla,San Martín Texmelucan,155738,114663,60634,54029,Urbano,Muy bajo,74,28,67,759,633,112267,283983,75957,1561,2640,1,4883,12,163616,251355,4297,2902,16729,8369,196641,41553,19315,5829,8485,7324,538,1010,7847,1143,0,1371,93044
21133,21,Centro Sur y Oriente,Puebla,San Martín Totoltepec,692,518,271,247,Rural,Bajo,1,0,0,0,0,215,0,0,0,0,0,0,0,0,34,96,30,89,14,215,45,66,10,12,11,0,1,16,18,0,5,179
21134,21,Centro Sur y Oriente,Puebla,San Matías Tlalancaleca,20974,15272,7910,7362,Semi-urbano,Bajo,6,1,1,42,27,6708,2995,9691,0,0,0,0,0,0,781,457,253,1790,666,2500,1283,1950,292,806,938,7,73,592,60,0,204,6001
21135,21,Centro Sur y Oriente,Puebla,San Miguel Ixitlán,526,417,219,198,Rural,Bajo,0,1,1,0,0,69,235,0,0,1,0,4,0,14,179,52,7,22,4,100,4,15,4,8,0,0,0,1,9,0,1,41
21136,21,Centro Sur y Oriente,Puebla,San Miguel Xoxtla,12461,9133,4734,4399,En Transición,Muy bajo,5,1,3,29,30,6601,5081,1068,0,6,0,32,0,863,4955,453,287,2007,743,3648,1372,985,609,530,544,17,105,655,134,0,100,4951
21137,21,Centro Sur y Oriente,Puebla,San Nicolás Buenos Aires,10464,7162,3756,3406,En Transición,Medio,2,2,3,2,2,2862,4301,0,0,0,0,0,0,0,133,225,56,245,86,526,176,1036,106,197,650,1,20,72,15,0,13,2273
21138,21,Centro Sur y Oriente,Puebla,San Nicolás de los Ranchos,11780,8233,4281,3952,En Transición,Bajo,5,1,1,3,3,1985,1260,690,0,2,0,42,0,356,2227,271,65,313,121,1049,268,598,62,158,204,0,25,100,60,0,39,1475
21139,21,Centro Sur y Oriente,Puebla,San Pablo Anicano,3759,2723,1439,1284,Rural,Bajo,1,1,1,0,0,1038,1328,0,0,10,0,6,0,131,1308,360,69,213,16,789,158,364,50,97,100,0,3,18,103,0,32,893
21140,21,Centro Sur y Oriente,Puebla,San Pedro Cholula,138433,105459,55877,49582,Urbano,Muy bajo,76,21,57,1170,964,106754,244164,183106,1850,3171,0,6418,4,119517,161614,4605,5183,21018,10496,161766,51771,13875,5944,5029,3894,3017,2719,12213,1712,8,654,100182
21141,21,Centro Sur y Oriente,Puebla,San Pedro Yeloixtlahuaca,3488,2542,1343,1199,Rural,Bajo,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,371,450,79,209,21,738,233,369,55,117,49,0,3,24,90,0,48,940
21142,21,Centro Sur y Oriente,Puebla,San Salvador El Seco,30639,21898,11353,10545,Semi-urbano,Bajo,10,5,9,38,34,10545,18769,5189,0,244,0,1271,0,8384,21847,1797,641,1854,504,14191,1098,4127,322,508,2506,2,57,452,115,0,84,9187
