ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
17,Morelos,028,Xochitepec,0000,Total del Municipio,67626,58882,55181,51193
17,Morelos,029,Yautepec,0000,Total del Municipio,97856,85209,79599,73958
17,Morelos,030,Yecapixtla,0000,Total del Municipio,51312,43964,40860,37696
17,Morelos,031,Zacatepec,0000,Total del Municipio,33681,29945,28261,26430
17,Morelos,032,Zacualpan de Amilpas,0000,Total del Municipio,9211,8044,7508,6979
17,Morelos,033,Temoac,0000,Total del Municipio,15141,13151,12305,11395
17,Morelos,034,Coatetelco,0000,Total del Municipio,10318,8713,8061,7433
17,Morelos,035,Xoxocotla,0000,Total del Municipio,25518,21906,20305,18710
17,Morelos,036,Hueyapan,0000,Total del Municipio,7101,6004,5568,5110
18,Nayarit,001,Acaponeta,0000,Total del Municipio,34125,29314,27292,25360
18,Nayarit,002,Ahuacatlán,0000,Total del Municipio,14280,12398,11595,10891
18,Nayarit,003,Amatlán de Cañas,0000,Total del Municipio,10619,9184,8630,8100
18,Nayarit,004,Compostela,0000,Total del Municipio,70815,61148,56744,52994
18,Nayarit,005,Huajicori,0000,Total del Municipio,10806,8569,7614,6870
18,Nayarit,006,Ixtlán del Río,0000,Total del Municipio,26688,22913,21401,19866
18,Nayarit,007,Jala,0000,Total del Municipio,17393,14394,13186,12088
18,Nayarit,008,Xalisco,0000,Total del Municipio,59734,51245,47630,44165
18,Nayarit,009,Del Nayar,0000,Total del Municipio,41339,31028,27070,23595
18,Nayarit,010,Rosamorada,0000,Total del Municipio,30823,26431,24569,22852
18,Nayarit,011,Ruíz,0000,Total del Municipio,21876,18419,17055,15783
18,Nayarit,012,San Blas,0000,Total del Municipio,38323,32792,30598,28468
18,Nayarit,013,San Pedro Lagunillas,0000,Total del Municipio,7165,6270,5885,5530
18,Nayarit,014,Santa María del Oro,0000,Total del Municipio,22984,19651,18256,16927
18,Nayarit,015,Santiago Ixcuintla,0000,Total del Municipio,86841,75146,70318,65706
18,Nayarit,016,Tecuala,0000,Total del Municipio,34395,29920,28003,26211
18,Nayarit,017,Tepic,0000,Total del Municipio,393593,343836,322296,300856
18,Nayarit,018,Tuxpan,0000,Total del Municipio,27870,24502,22993,21538
18,Nayarit,019,La Yesca,0000,Total del Municipio,12242,9912,8990,8073
18,Nayarit,020,Bahía de Banderas,0000,Total del Municipio,168776,143624,133285,123958
19,Nuevo León,001,Abasolo,0000,Total del Municipio,2697,2327,2175,2007
19,Nuevo León,002,Agualeguas,0000,Total del Municipio,3174,2874,2722,2570
19,Nuevo León,003,Los Aldamas,0000,Total del Municipio,1314,1152,1105,1061
19,Nuevo León,004,Allende,0000,Total del Municipio,32389,28352,26664,24911
19,Nuevo León,005,Anáhuac,0000,Total del Municipio,16362,14075,13094,12121
19,Nuevo León,006,Apodaca,0000,Total del Municipio,603182,525105,490561,456365
19,Nuevo León,007,Aramberri,0000,Total del Municipio,13945,11986,11075,10241
19,Nuevo León,008,Bustamante,0000,Total del Municipio,3397,2925,2730,2543
19,Nuevo León,009,Cadereyta Jiménez,0000,Total del Municipio,112526,97583,91244,85172
19,Nuevo León,010,El Carmen,0000,Total del Municipio,91664,75432,69949,65396
19,Nuevo León,011,Cerralvo,0000,Total del Municipio,6803,5936,5542,5192
19,Nuevo León,012,Ciénega de Flores,0000,Total del Municipio,61085,51045,47340,44114
19,Nuevo León,013,China,0000,Total del Municipio,9190,7979,7493,7074
19,Nuevo León,014,Doctor Arroyo,0000,Total del Municipio,32600,27626,25322,23167
19,Nuevo León,015,Doctor Coss,0000,Total del Municipio,1280,1128,1058,997
19,Nuevo León,016,Doctor González,0000,Total del Municipio,2979,2596,2444,2293
19,Nuevo León,017,Galeana,0000,Total del Municipio,37137,31749,29434,27198
19,Nuevo León,018,García,0000,Total del Municipio,354817,294774,272340,252427
19,Nuevo León,019,San Pedro Garza García,0000,Total del Municipio,119981,110304,106081,101279
19,Nuevo León,020,General Bravo,0000,Total del Municipio,5044,4315,4038,3787
19,Nuevo León,021,General Escobedo,0000,Total del Municipio,440581,379615,353768,327963
19,Nuevo León,022,General Terán,0000,Total del Municipio,13129,11609,10869,10228
19,Nuevo León,023,General Treviño,0000,Total del Municipio,1695,1541,1453,1392
19,Nuevo León,024,General Zaragoza,0000,Total del Municipio,5718,4819,4430,4062
19,Nuevo León,025,General Zuazua,0000,Total del Municipio,91765,77077,71122,65553
19,Nuevo León,026,Guadalupe,0000,Total del Municipio,602274,542718,515407,486628
19,Nuevo León,027,Los Herreras,0000,Total del Municipio,1866,1657,1573,1508
19,Nuevo León,028,Higueras,0000,Total del Municipio,1281,1111,1040,976
19,Nuevo León,029,Hualahuises,0000,Total del Municipio,6546,5720,5344,5009
19,Nuevo León,030,Iturbide,0000,Total del Municipio,3046,2653,2472,2281
19,Nuevo León,031,Juárez,0000,Total del Municipio,426047,359057,331951,306115
19,Nuevo León,032,Lampazos de Naranjo,0000,Total del Municipio,4911,4172,3912,3640
19,Nuevo León,033,Linares,0000,Total del Municipio,78570,68250,63716,59312
19,Nuevo León,034,Marín,0000,Total del Municipio,4688,4077,3807,3533
19,Nuevo León,035,Melchor Ocampo,0000,Total del Municipio,1385,1235,1185,1121
19,Nuevo León,036,Mier y Noriega,0000,Total del Municipio,6807,5663,5119,4661
19,Nuevo León,037,Mina,0000,Total del Municipio,5484,4690,4367,4051
19,Nuevo León,038,Montemorelos,0000,Total del Municipio,62042,54500,51242,47871
19,Nuevo León,039,Monterrey,0000,Total del Municipio,1060535,958770,913149,864482
19,Nuevo León,040,Parás,0000,Total del Municipio,852,768,731,700
19,Nuevo León,041,Pesquería,0000,Total del Municipio,130668,108873,101590,95312
19,Nuevo León,042,Los Ramones,0000,Total del Municipio,5074,4542,4289,4056
19,Nuevo León,043,Rayones,0000,Total del Municipio,2194,1905,1782,1679
19,Nuevo León,044,Sabinas Hidalgo,0000,Total del Municipio,32394,28546,26844,25071
19,Nuevo León,045,Salinas Victoria,0000,Total del Municipio,77447,65234,60856,56849
19,Nuevo León,046,San Nicolás de los Garza,0000,Total del Municipio,390442,359518,345087,329257
19,Nuevo León,047,Hidalgo,0000,Total del Municipio,14760,12938,12161,11361
19,Nuevo León,048,Santa Catarina,0000,Total del Municipio,279774,246430,232804,218815
19,Nuevo León,049,Santiago,0000,Total del Municipio,43078,38371,36318,34150
19,Nuevo León,050,Vallecillo,0000,Total del Municipio,1452,1306,1224,1163
19,Nuevo León,051,Villaldama,0000,Total del Municipio,3330,3008,2839,2667
20,Oaxaca,001,Abejones,0000,Total del Municipio,782,678,610,553
20,Oaxaca,002,Acatlán de Pérez Figueroa,0000,Total del Municipio,41010,35240,32800,30558
20,Oaxaca,003,Asunción Cacalotepec,0000,Total del Municipio,2328,2021,1859,1757
20,Oaxaca,004,Asunción Cuyotepeji,0000,Total del Municipio,1018,895,831,775
20,Oaxaca,005,Asunción Ixtaltepec,0000,Total del Municipio,14293,12700,11999,11216
20,Oaxaca,006,Asunción Nochixtlán,0000,Total del Municipio,18472,15633,14312,13219
20,Oaxaca,007,Asunción Ocotlán,0000,Total del Municipio,2226,1980,1878,1782
20,Oaxaca,008,Asunción Tlacolulita,0000,Total del Municipio,692,607,575,542
20,Oaxaca,009,Ayotzintepec,0000,Total del Municipio,6203,5126,4722,4399
20,Oaxaca,010,El Barrio de la Soledad,0000,Total del Municipio,12624,11170,10556,9891
20,Oaxaca,011,Calihualá,0000,Total del Municipio,1219,1029,939,870
20,Oaxaca,012,Candelaria Loxicha,0000,Total del Municipio,9701,7693,6911,6219
20,Oaxaca,013,Ciénega de Zimatlán,0000,Total del Municipio,2829,2486,2345,2213
20,Oaxaca,014,Ciudad Ixtepec,0000,Total del Municipio,26028,22827,21370,19978
20,Oaxaca,015,Coatecas Altas,0000,Total del Municipio,4823,4095,3769,3429
20,Oaxaca,016,Coicoyán de las Flores,0000,Total del Municipio,8392,6537,5678,4940
20,Oaxaca,017,La Compañía,0000,Total del Municipio,3301,2827,2647,2456
20,Oaxaca,018,Concepción Buenavista,0000,Total del Municipio,688,589,543,514
20,Oaxaca,019,Concepción Pápalo,0000,Total del Municipio,2571,2231,2055,1914
20,Oaxaca,020,Constancia del Rosario,0000,Total del Municipio,4327,3480,3028,2667
20,Oaxaca,021,Cosolapa,0000,Total del Municipio,13200,11346,10542,9740
20,Oaxaca,022,Cosoltepec,0000,Total del Municipio,763,683,629,599
20,Oaxaca,023,Cuilápam de Guerrero,0000,Total del Municipio,24753,21188,19736,18223
20,Oaxaca,024,Cuyamecalco Villa de Zaragoza,0000,Total del Municipio,3386,2832,2581,2371
20,Oaxaca,025,Chahuites,0000,Total del Municipio,10437,8909,8289,7671
20,Oaxaca,026,Chalcatongo de Hidalgo,0000,Total del Municipio,8191,7044,6483,5971
20,Oaxaca,027,Chiquihuitlán de Benito Juárez,0000,Total del Municipio,2009,1760,1644,1517
20,Oaxaca,028,Heroica Ciudad de Ejutla de Crespo,0000,Total del Municipio,20972,17836,16540,15325
20,Oaxaca,029,Eloxochitlán de Flores Magón,0000,Total del Municipio,3836,3114,2786,2546
20,Oaxaca,030,El Espinal,0000,Total del Municipio,8129,7225,6825,6469
20,Oaxaca,031,Tamazulápam del Espíritu Santo,0000,Total del Municipio,6614,5618,5076,4729
20,Oaxaca,032,Fresnillo de Trujano,0000,Total del Municipio,960,837,782,738
20,Oaxaca,033,Guadalupe Etla,0000,Total del Municipio,2726,2430,2286,2132
20,Oaxaca,034,Guadalupe de Ramírez,0000,Total del Municipio,1173,1009,936,874
20,Oaxaca,035,Guelatao de Juárez,0000,Total del Municipio,621,468,434,410
20,Oaxaca,036,Guevea de Humboldt,0000,Total del Municipio,4804,4042,3670,3370
20,Oaxaca,037,Mesones Hidalgo,0000,Total del Municipio,4025,3366,3054,2772
20,Oaxaca,038,Villa Hidalgo,0000,Total del Municipio,1737,1538,1457,1334
20,Oaxaca,039,Heroica Ciudad de Huajuapan de León,0000,Total del Municipio,71189,60797,56497,52245
20,Oaxaca,040,Huautepec,0000,Total del Municipio,5630,4548,4066,3646
20,Oaxaca,041,Huautla de Jiménez,0000,Total del Municipio,28880,24246,22228,20538
20,Oaxaca,042,Ixtlán de Juárez,0000,Total del Municipio,7591,6355,5857,5435
20,Oaxaca,043,Juchitán de Zaragoza,0000,Total del Municipio,103598,89822,83768,77724
20,Oaxaca,044,Loma Bonita,0000,Total del Municipio,37459,32323,30196,28093
20,Oaxaca,045,Magdalena Apasco,0000,Total del Municipio,7351,6438,5981,5552
20,Oaxaca,046,Magdalena Jaltepec,0000,Total del Municipio,2744,2419,2281,2119
20,Oaxaca,047,Santa Magdalena Jicotlán,0000,Total del Municipio,77,72,70,67
20,Oaxaca,048,Magdalena Mixtepec,0000,Total del Municipio,1254,991,877,777
20,Oaxaca,049,Magdalena Ocotlán,0000,Total del Municipio,1078,918,854,794
20,Oaxaca,050,Magdalena Peñasco,0000,Total del Municipio,3443,2840,2537,2257
20,Oaxaca,051,Magdalena Teitipac,0000,Total del Municipio,4260,3487,3173,2925
20,Oaxaca,052,Magdalena Tequisistlán,0000,Total del Municipio,5565,4850,4511,4210
20,Oaxaca,053,Magdalena Tlacotepec,0000,Total del Municipio,1219,1098,1038,974
20,Oaxaca,054,Magdalena Zahuatlán,0000,Total del Municipio,378,324,311,297
20,Oaxaca,055,Mariscala de Juárez,0000,Total del Municipio,3356,2863,2660,2441
20,Oaxaca,056,Mártires de Tacubaya,0000,Total del Municipio,1301,1114,1032,936
20,Oaxaca,057,Matías Romero Avendaño,0000,Total del Municipio,34668,29904,27838,25920
20,Oaxaca,058,Mazatlán Villa de Flores,0000,Total del Municipio,11617,9665,8709,7896
20,Oaxaca,059,Miahuatlán de Porfirio Díaz,0000,Total del Municipio,45498,38756,35866,33109
20,Oaxaca,060,Mixistlán de la Reforma,0000,Total del Municipio,2272,1940,1774,1646
20,Oaxaca,061,Monjas,0000,Total del Municipio,2578,2155,1984,1835
20,Oaxaca,062,Natividad,0000,Total del Municipio,463,413,393,376
20,Oaxaca,063,Nazareno Etla,0000,Total del Municipio,4021,3604,3395,3178
20,Oaxaca,064,Nejapa de Madero,0000,Total del Municipio,7819,6750,6323,5932
20,Oaxaca,065,Ixpantepec Nieves,0000,Total del Municipio,998,885,841,807
20,Oaxaca,066,Santiago Niltepec,0000,Total del Municipio,4960,4311,4014,3765
20,Oaxaca,067,Oaxaca de Juárez,0000,Total del Municipio,249798,221664,209310,196618
20,Oaxaca,068,Ocotlán de Morelos,0000,Total del Municipio,21802,18862,17573,16287
20,Oaxaca,069,La Pe,0000,Total del Municipio,2687,2213,2013,1823
20,Oaxaca,070,Pinotepa de Don Luis,0000,Total del Municipio,5790,4840,4452,4092
20,Oaxaca,071,Pluma Hidalgo,0000,Total del Municipio,2955,2472,2270,2095
20,Oaxaca,072,San José del Progreso,0000,Total del Municipio,7255,6057,5599,5139
20,Oaxaca,073,Putla Villa de Guerrero,0000,Total del Municipio,31252,26496,24440,22446
20,Oaxaca,074,Santa Catarina Quioquitani,0000,Total del Municipio,423,353,315,280
20,Oaxaca,075,Reforma de Pineda,0000,Total del Municipio,2491,2218,2092,1986
20,Oaxaca,076,La Reforma,0000,Total del Municipio,3087,2636,2434,2252
20,Oaxaca,077,Reyes Etla,0000,Total del Municipio,4036,3521,3269,3059
20,Oaxaca,078,Rojas de Cuauhtémoc,0000,Total del Municipio,1217,1073,1030,979
20,Oaxaca,079,Salina Cruz,0000,Total del Municipio,78018,68531,64430,60266
20,Oaxaca,080,San Agustín Amatengo,0000,Total del Municipio,1464,1290,1227,1170
20,Oaxaca,081,San Agustín Atenango,0000,Total del Municipio,1733,1522,1433,1363
20,Oaxaca,082,San Agustín Chayuco,0000,Total del Municipio,3772,3224,2980,2741
20,Oaxaca,083,San Agustín de las Juntas,0000,Total del Municipio,10394,8941,8305,7663
20,Oaxaca,084,San Agustín Etla,0000,Total del Municipio,3937,3486,3290,3091
20,Oaxaca,085,San Agustín Loxicha,0000,Total del Municipio,22804,18040,16014,14190
20,Oaxaca,086,San Agustín Tlacotepec,0000,Total del Municipio,947,835,759,669
20,Oaxaca,087,San Agustín Yatareni,0000,Total del Municipio,5035,4341,4036,3750
20,Oaxaca,088,San Andrés Cabecera Nueva,0000,Total del Municipio,2603,2196,2022,1871
20,Oaxaca,089,San Andrés Dinicuiti,0000,Total del Municipio,2155,1862,1710,1598
20,Oaxaca,090,San Andrés Huaxpaltepec,0000,Total del Municipio,5678,4798,4458,4140
20,Oaxaca,091,San Andrés Huayápam,0000,Total del Municipio,5845,5222,4912,4633
20,Oaxaca,092,San Andrés Ixtlahuaca,0000,Total del Municipio,1629,1419,1332,1279
20,Oaxaca,093,San Andrés Lagunas,0000,Total del Municipio,474,426,394,371
20,Oaxaca,094,San Andrés Nuxiño,0000,Total del Municipio,1706,1454,1337,1245
20,Oaxaca,095,San Andrés Paxtlán,0000,Total del Municipio,4113,3474,3208,2860
20,Oaxaca,096,San Andrés Sinaxtla,0000,Total del Municipio,702,620,562,524
20,Oaxaca,097,San Andrés Solaga,0000,Total del Municipio,1650,1481,1389,1266
20,Oaxaca,098,San Andrés Teotilálpam,0000,Total del Municipio,3840,3274,2945,2692
20,Oaxaca,099,San Andrés Tepetlapa,0000,Total del Municipio,345,294,268,245
20,Oaxaca,100,San Andrés Yaá,0000,Total del Municipio,366,332,324,318
20,Oaxaca,101,San Andrés Zabache,0000,Total del Municipio,683,599,563,538
20,Oaxaca,102,San Andrés Zautla,0000,Total del Municipio,4952,4295,4018,3733
20,Oaxaca,103,San Antonino Castillo Velasco,0000,Total del Municipio,5571,4852,4527,4244
20,Oaxaca,104,San Antonino el Alto,0000,Total del Municipio,2452,2085,1900,1712
20,Oaxaca,105,San Antonino Monte Verde,0000,Total del Municipio,6917,5718,5185,4757
20,Oaxaca,106,San Antonio Acutla,0000,Total del Municipio,235,214,197,179
20,Oaxaca,107,San Antonio de la Cal,0000,Total del Municipio,23803,20418,19096,17734
20,Oaxaca,108,San Antonio Huitepec,0000,Total del Municipio,2693,2233,2064,1894
20,Oaxaca,109,San Antonio Nanahuatípam,0000,Total del Municipio,1118,979,919,858
20,Oaxaca,110,San Antonio Sinicahua,0000,Total del Municipio,1502,1203,1042,930
20,Oaxaca,111,San Antonio Tepetlapa,0000,Total del Municipio,4350,3594,3289,2990
20,Oaxaca,112,San Baltazar Chichicápam,0000,Total del Municipio,2431,2209,2124,2028
20,Oaxaca,113,San Baltazar Loxicha,0000,Total del Municipio,2839,2370,2204,2026
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,0000,Total del Municipio,628,561,536,515
20,Oaxaca,115,San Bartolo Coyotepec,0000,Total del Municipio,9636,8523,7815,7238
20,Oaxaca,116,San Bartolomé Ayautla,0000,Total del Municipio,3750,3076,2777,2536
20,Oaxaca,117,San Bartolomé Loxicha,0000,Total del Municipio,2017,1682,1551,1402
20,Oaxaca,118,San Bartolomé Quialana,0000,Total del Municipio,2242,1941,1817,1698
20,Oaxaca,119,San Bartolomé Yucuañe,0000,Total del Municipio,695,635,609,590
20,Oaxaca,120,San Bartolomé Zoogocho,0000,Total del Municipio,429,340,283,247
20,Oaxaca,121,San Bartolo Soyaltepec,0000,Total del Municipio,562,510,482,458
20,Oaxaca,122,San Bartolo Yautepec,0000,Total del Municipio,601,515,478,450
20,Oaxaca,123,San Bernardo Mixtepec,0000,Total del Municipio,2515,2102,1945,1817
20,Oaxaca,124,San Blas Atempa,0000,Total del Municipio,17994,15431,14282,13171
20,Oaxaca,125,San Carlos Yautepec,0000,Total del Municipio,10605,8816,8020,7346
20,Oaxaca,126,San Cristóbal Amatlán,0000,Total del Municipio,4875,4034,3654,3286
20,Oaxaca,127,San Cristóbal Amoltepec,0000,Total del Municipio,1140,955,871,807
20,Oaxaca,128,San Cristóbal Lachirioag,0000,Total del Municipio,1244,1115,1026,978
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,0000,Total del Municipio,325,280,258,241
20,Oaxaca,130,San Dionisio del Mar,0000,Total del Municipio,4731,3992,3684,3402
20,Oaxaca,131,San Dionisio Ocotepec,0000,Total del Municipio,10432,9027,8459,7912
20,Oaxaca,132,San Dionisio Ocotlán,0000,Total del Municipio,1265,1119,1042,996
20,Oaxaca,133,San Esteban Atatlahuca,0000,Total del Municipio,3557,3012,2768,2516
20,Oaxaca,134,San Felipe Jalapa de Díaz,0000,Total del Municipio,25446,20855,18748,16929
20,Oaxaca,135,San Felipe Tejalápam,0000,Total del Municipio,7403,6347,5913,5482
20,Oaxaca,136,San Felipe Usila,0000,Total del Municipio,11045,9145,8290,7592
20,Oaxaca,137,San Francisco Cahuacuá,0000,Total del Municipio,3125,2627,2398,2143
20,Oaxaca,138,San Francisco Cajonos,0000,Total del Municipio,418,391,368,346
20,Oaxaca,139,San Francisco Chapulapa,0000,Total del Municipio,1980,1629,1449,1286
20,Oaxaca,140,San Francisco Chindúa,0000,Total del Municipio,745,651,603,549
20,Oaxaca,141,San Francisco del Mar,0000,Total del Municipio,7796,6443,5904,5394
20,Oaxaca,142,San Francisco Huehuetlán,0000,Total del Municipio,794,713,663,617
20,Oaxaca,143,San Francisco Ixhuatán,0000,Total del Municipio,8695,7539,7041,6572
20,Oaxaca,144,San Francisco Jaltepetongo,0000,Total del Municipio,990,850,796,743
20,Oaxaca,145,San Francisco Lachigoló,0000,Total del Municipio,4808,4150,3868,3611
20,Oaxaca,146,San Francisco Logueche,0000,Total del Municipio,2509,2134,1901,1665
20,Oaxaca,147,San Francisco Nuxaño,0000,Total del Municipio,354,305,284,260
20,Oaxaca,148,San Francisco Ozolotepec,0000,Total del Municipio,1931,1536,1382,1236
